Plot Title: 20819394,,,,,,,
#,"Date Time, GMT+00:00","DO conc, mg/L (LGR S/N: 20819394, SEN S/N: 20819394)","Temp, °F (LGR S/N: 20819394, SEN S/N: 20819394)",Coupler Attached (LGR S/N: 20819394),Host Connected (LGR S/N: 20819394),Stopped (LGR S/N: 20819394),End Of File (LGR S/N: 20819394)
1,5/8/2025 22:00,11.27,54.86,,,,
2,5/8/2025 22:05,11.06,54.72,,,,
3,5/8/2025 22:10,11.1,54.68,,,,
4,5/8/2025 22:15,11.13,54.64,,,,
5,5/8/2025 22:20,11.31,54.68,,,,
6,5/8/2025 22:25,11.63,54.82,,,,
7,5/8/2025 22:30,11.11,54.72,,,,
8,5/8/2025 22:35,11.16,54.54,,,,
9,5/8/2025 22:40,11.15,54.54,,,,
10,5/8/2025 22:45,11.01,54.54,,,,
11,5/8/2025 22:50,11.12,54.61,,,,
12,5/8/2025 22:55,11.21,54.61,,,,
13,5/8/2025 23:00,11.28,54.64,,,,
14,5/8/2025 23:05,11.39,54.64,,,,
15,5/8/2025 23:10,11.58,54.64,,,,
16,5/8/2025 23:15,11.66,54.64,,,,
17,5/8/2025 23:20,11.71,54.64,,,,
18,5/8/2025 23:25,11.74,54.61,,,,
19,5/8/2025 23:30,11.74,54.57,,,,
20,5/8/2025 23:35,11.8,54.57,,,,
21,5/8/2025 23:40,11.89,54.61,,,,
22,5/8/2025 23:45,11.85,54.64,,,,
23,5/8/2025 23:50,11.79,54.64,,,,
24,5/8/2025 23:55,11.74,54.64,,,,
25,5/9/2025 0:00,11.64,54.54,,,,
26,5/9/2025 0:05,11.6,54.43,,,,
27,5/9/2025 0:10,11.6,54.25,,,,
28,5/9/2025 0:15,11.59,54.1,,,,
29,5/9/2025 0:20,11.59,54,,,,
30,5/9/2025 0:25,11.57,53.92,,,,
31,5/9/2025 0:30,11.52,53.82,,,,
32,5/9/2025 0:35,11.49,53.74,,,,
33,5/9/2025 0:40,11.46,53.67,,,,
34,5/9/2025 0:45,11.45,53.64,,,,
35,5/9/2025 0:50,11.47,53.64,,,,
36,5/9/2025 0:55,11.47,53.64,,,,
37,5/9/2025 1:00,11.43,53.6,,,,
38,5/9/2025 1:05,11.4,53.6,,,,
39,5/9/2025 1:10,11.38,53.56,,,,
40,5/9/2025 1:15,11.37,53.56,,,,
41,5/9/2025 1:20,11.37,53.56,,,,
42,5/9/2025 1:25,11.38,53.53,,,,
43,5/9/2025 1:30,11.36,53.53,,,,
44,5/9/2025 1:35,11.36,53.53,,,,
45,5/9/2025 1:40,11.36,53.53,,,,
46,5/9/2025 1:45,11.37,53.56,,,,
47,5/9/2025 1:50,11.37,53.56,,,,
48,5/9/2025 1:55,11.44,53.6,,,,
49,5/9/2025 2:00,11.45,53.64,,,,
50,5/9/2025 2:05,11.51,53.67,,,,
51,5/9/2025 2:10,11.68,53.92,,,,
52,5/9/2025 2:15,11.61,53.96,,,,
53,5/9/2025 2:20,11.7,54.03,,,,
54,5/9/2025 2:25,11.46,53.96,,,,
55,5/9/2025 2:30,11.42,53.82,,,,
56,5/9/2025 2:35,11.41,53.78,,,,
57,5/9/2025 2:40,11.43,53.74,,,,
58,5/9/2025 2:45,11.56,53.78,,,,
59,5/9/2025 2:50,11.47,53.78,,,,
60,5/9/2025 2:55,11.46,53.71,,,,
61,5/9/2025 3:00,11.47,53.74,,,,
62,5/9/2025 3:05,11.41,53.71,,,,
63,5/9/2025 3:10,11.41,53.67,,,,
64,5/9/2025 3:15,11.57,53.74,,,,
65,5/9/2025 3:20,11.53,53.78,,,,
66,5/9/2025 3:25,11.53,53.78,,,,
67,5/9/2025 3:30,11.51,53.78,,,,
68,5/9/2025 3:35,11.5,53.74,,,,
69,5/9/2025 3:40,11.58,53.74,,,,
70,5/9/2025 3:45,11.78,54,,,,
71,5/9/2025 3:50,11.71,54.14,,,,
72,5/9/2025 3:55,11.65,54.07,,,,
73,5/9/2025 4:00,11.61,54,,,,
74,5/9/2025 4:05,11.61,53.92,,,,
75,5/9/2025 4:10,11.7,54,,,,
76,5/9/2025 4:15,11.72,54.1,,,,
77,5/9/2025 4:20,11.74,54.21,,,,
78,5/9/2025 4:25,11.74,54.25,,,,
79,5/9/2025 4:30,11.74,54.28,,,,
80,5/9/2025 4:35,11.75,54.36,,,,
81,5/9/2025 4:40,11.73,54.39,,,,
82,5/9/2025 4:45,11.63,54.28,,,,
83,5/9/2025 4:50,11.61,54.18,,,,
84,5/9/2025 4:55,11.49,54.07,,,,
85,5/9/2025 5:00,11.51,53.96,,,,
86,5/9/2025 5:05,11.57,53.96,,,,
87,5/9/2025 5:10,11.57,54.1,,,,
88,5/9/2025 5:15,11.51,54.14,,,,
89,5/9/2025 5:20,11.45,54.03,,,,
90,5/9/2025 5:25,11.38,53.96,,,,
91,5/9/2025 5:30,11.28,53.82,,,,
92,5/9/2025 5:35,11.28,53.82,,,,
93,5/9/2025 5:40,11.32,53.85,,,,
94,5/9/2025 5:45,11.47,54.07,,,,
95,5/9/2025 5:50,11.45,54.18,,,,
96,5/9/2025 5:55,11.52,54.32,,,,
97,5/9/2025 6:00,11.68,54.5,,,,
98,5/9/2025 6:05,11.73,54.64,,,,
99,5/9/2025 6:10,11.74,54.75,,,,
100,5/9/2025 6:15,11.74,54.86,,,,
101,5/9/2025 6:20,11.73,54.93,,,,
102,5/9/2025 6:25,11.68,55,,,,
103,5/9/2025 6:30,11.5,55.04,,,,
104,5/9/2025 6:35,11.38,55.04,,,,
105,5/9/2025 6:40,11.1,54.97,,,,
106,5/9/2025 6:45,10.77,54.82,,,,
107,5/9/2025 6:50,10.9,54.82,,,,
108,5/9/2025 6:55,10.8,54.72,,,,
109,5/9/2025 7:00,10.56,54.61,,,,
110,5/9/2025 7:05,10.55,54.54,,,,
111,5/9/2025 7:10,10.54,54.5,,,,
112,5/9/2025 7:15,10.7,54.5,,,,
113,5/9/2025 7:20,10.99,54.61,,,,
114,5/9/2025 7:25,11.17,54.75,,,,
115,5/9/2025 7:30,11.13,54.86,,,,
116,5/9/2025 7:35,10.75,54.79,,,,
117,5/9/2025 7:40,11.08,54.79,,,,
118,5/9/2025 7:45,11.16,54.86,,,,
119,5/9/2025 7:50,11.03,54.86,,,,
120,5/9/2025 7:55,10.77,54.82,,,,
121,5/9/2025 8:00,10.67,54.72,,,,
122,5/9/2025 8:05,10.74,54.68,,,,
123,5/9/2025 8:10,10.98,54.75,,,,
124,5/9/2025 8:15,10.76,54.75,,,,
125,5/9/2025 8:20,10.75,54.75,,,,
126,5/9/2025 8:25,10.86,54.75,,,,
127,5/9/2025 8:30,11.14,54.82,,,,
128,5/9/2025 8:35,11.36,54.97,,,,
129,5/9/2025 8:40,11.44,55,,,,
130,5/9/2025 8:45,11.47,55.08,,,,
131,5/9/2025 8:50,11.52,55.11,,,,
132,5/9/2025 8:55,11.6,55.15,,,,
