Plot Title: 22224703,,,,,,,
#,"Date Time, GMT+00:00","DO conc, mg/L (LGR S/N: 22224703, SEN S/N: 22224703)","Temp, °F (LGR S/N: 22224703, SEN S/N: 22224703)",Coupler Attached (LGR S/N: 22224703),Host Connected (LGR S/N: 22224703),Stopped (LGR S/N: 22224703),End Of File (LGR S/N: 22224703)
1,4/24/2025 22:00,11.21,45.1,,,,
2,4/24/2025 22:05,11.27,45.18,,,,
3,4/24/2025 22:10,11.26,45.18,,,,
4,4/24/2025 22:15,11.23,45.14,,,,
5,4/24/2025 22:20,11.25,45.14,,,,
6,4/24/2025 22:25,11.24,45.1,,,,
7,4/24/2025 22:30,11.25,45.07,,,,
8,4/24/2025 22:35,11.24,45.07,,,,
9,4/24/2025 22:40,11.25,45.07,,,,
10,4/24/2025 22:45,11.26,45.07,,,,
11,4/24/2025 22:50,11.28,45.07,,,,
12,4/24/2025 22:55,11.28,45.07,,,,
13,4/24/2025 23:00,11.27,45.07,,,,
14,4/24/2025 23:05,11.29,45.1,,,,
15,4/24/2025 23:10,11.29,45.1,,,,
16,4/24/2025 23:15,11.27,45.1,,,,
17,4/24/2025 23:20,11.27,45.07,,,,
18,4/24/2025 23:25,11.27,45.07,,,,
19,4/24/2025 23:30,11.3,45.1,,,,
20,4/24/2025 23:35,11.41,45.25,,,,
21,4/24/2025 23:40,11.42,45.25,,,,
22,4/24/2025 23:45,11.42,45.32,,,,
23,4/24/2025 23:50,11.4,45.36,,,,
24,4/24/2025 23:55,11.37,45.32,,,,
25,4/25/2025 0:00,11.34,45.28,,,,
26,4/25/2025 0:05,11.32,45.25,,,,
27,4/25/2025 0:10,11.32,45.25,,,,
28,4/25/2025 0:15,11.32,45.21,,,,
29,4/25/2025 0:20,11.35,45.25,,,,
30,4/25/2025 0:25,11.32,45.21,,,,
31,4/25/2025 0:30,11.35,45.21,,,,
32,4/25/2025 0:35,11.37,45.25,,,,
33,4/25/2025 0:40,11.44,45.28,,,,
34,4/25/2025 0:45,11.39,45.28,,,,
35,4/25/2025 0:50,11.36,45.28,,,,
36,4/25/2025 0:55,11.32,45.25,,,,
37,4/25/2025 1:00,11.35,45.25,,,,
38,4/25/2025 1:05,11.36,45.25,,,,
39,4/25/2025 1:10,11.31,45.21,,,,
40,4/25/2025 1:15,11.3,45.21,,,,
41,4/25/2025 1:20,11.32,45.21,,,,
42,4/25/2025 1:25,11.31,45.21,,,,
43,4/25/2025 1:30,11.31,45.18,,,,
44,4/25/2025 1:35,11.31,45.18,,,,
45,4/25/2025 1:40,11.31,45.18,,,,
46,4/25/2025 1:45,11.31,45.18,,,,
47,4/25/2025 1:50,11.37,45.21,,,,
48,4/25/2025 1:55,11.34,45.21,,,,
49,4/25/2025 2:00,11.34,45.21,,,,
50,4/25/2025 2:05,11.38,45.25,,,,
51,4/25/2025 2:10,11.39,45.25,,,,
52,4/25/2025 2:15,11.41,45.28,,,,
53,4/25/2025 2:20,11.39,45.28,,,,
54,4/25/2025 2:25,11.38,45.25,,,,
55,4/25/2025 2:30,11.63,45.36,,,,
56,4/25/2025 2:35,11.96,45.82,,,,
57,4/25/2025 2:40,11.85,46,,,,
58,4/25/2025 2:45,11.79,45.9,,,,
59,4/25/2025 2:50,11.73,45.79,,,,
60,4/25/2025 2:55,11.57,45.72,,,,
61,4/25/2025 3:00,11.4,45.5,,,,
62,4/25/2025 3:05,11.37,45.36,,,,
63,4/25/2025 3:10,11.5,45.39,,,,
64,4/25/2025 3:15,11.5,45.43,,,,
65,4/25/2025 3:20,11.4,45.39,,,,
66,4/25/2025 3:25,11.36,45.32,,,,
67,4/25/2025 3:30,11.44,45.36,,,,
68,4/25/2025 3:35,11.46,45.36,,,,
69,4/25/2025 3:40,11.47,45.39,,,,
70,4/25/2025 3:45,11.37,45.36,,,,
71,4/25/2025 3:50,11.34,45.32,,,,
72,4/25/2025 3:55,11.37,45.32,,,,
73,4/25/2025 4:00,11.28,45.28,,,,
74,4/25/2025 4:05,11.24,45.25,,,,
75,4/25/2025 4:10,11.24,45.21,,,,
76,4/25/2025 4:15,11.25,45.21,,,,
77,4/25/2025 4:20,11.26,45.21,,,,
78,4/25/2025 4:25,11.25,45.21,,,,
79,4/25/2025 4:30,11.25,45.21,,,,
80,4/25/2025 4:35,11.28,45.25,,,,
81,4/25/2025 4:40,11.29,45.25,,,,
82,4/25/2025 4:45,11.37,45.28,,,,
83,4/25/2025 4:50,11.68,45.39,,,,
84,4/25/2025 4:55,11.87,45.72,,,,
