Plot Title: 22224704,,,,,,,,,,
#,"Date Time, GMT+00:00","DO conc, mg/L (LGR S/N: 22224704, SEN S/N: 22224704)","Temp, °F (LGR S/N: 22224704, SEN S/N: 22224704)","DO Adj Conc, mg/L (LGR S/N: 22224704)","DO Percent Sat, % (LGR S/N: 22224704)",Coupler Detached (LGR S/N: 22224704),Coupler Attached (LGR S/N: 22224704),Host Connected (LGR S/N: 22224704),Stopped (LGR S/N: 22224704),End Of File (LGR S/N: 22224704)
1,7/22/2025 18:34,0,71.38,0,0,,,,,
2,7/22/2025 18:35,,,,,Logged,,,,
3,7/22/2025 18:39,7.54,70.74,6.48,85.4,,,,,
4,7/22/2025 18:44,7.57,70.12,6.5,85.2,,,,,
5,7/22/2025 18:49,7.59,69.91,6.52,85.2,,,,,
6,7/22/2025 18:54,7.59,69.8,6.52,85.1,,,,,
7,7/22/2025 18:59,7.57,69.73,6.5,84.9,,,,,
8,7/22/2025 19:04,7.55,69.69,6.48,84.6,,,,,
9,7/22/2025 19:09,7.52,69.69,6.46,84.3,,,,,
10,7/22/2025 19:14,7.49,69.69,6.43,83.9,,,,,
11,7/22/2025 19:19,7.48,69.73,6.42,83.8,,,,,
12,7/22/2025 19:24,7.45,69.73,6.4,83.5,,,,,
13,7/22/2025 19:29,7.44,69.73,6.39,83.4,,,,,
14,7/22/2025 19:34,7.42,69.69,6.37,83.1,,,,,
15,7/22/2025 19:39,7.41,69.69,6.36,83,,,,,
16,7/22/2025 19:44,8.83,69.51,7.58,98.7,,,,,
17,7/22/2025 19:49,8.89,69.48,7.63,99.4,,,,,
18,7/22/2025 19:54,8.93,69.66,7.67,100,,,,,
19,7/22/2025 19:59,8.93,69.98,7.67,100.4,,,,,
20,7/22/2025 20:04,8.87,70.66,7.62,100.4,,,,,
21,7/22/2025 20:09,8.82,71.49,7.58,100.8,,,,,
22,7/22/2025 20:14,8.78,72.46,7.55,101.4,,,,,
23,7/22/2025 20:19,8.72,73.4,7.51,101.7,,,,,
24,7/22/2025 20:24,8.63,74.34,7.43,101.6,,,,,
25,7/22/2025 20:29,8.56,75.13,7.38,101.6,,,,,
26,7/22/2025 20:34,8.49,75.85,7.32,101.5,,,,,
27,7/22/2025 20:39,8.42,76.46,7.26,101.3,,,,,
28,7/22/2025 20:44,8.38,77,7.23,101.4,,,,,
29,7/22/2025 20:49,8.33,77.43,7.19,101.3,,,,,
30,7/22/2025 20:54,8.29,77.76,7.15,101.1,,,,,
31,7/22/2025 20:59,8.25,78.04,7.12,100.9,,,,,
32,7/22/2025 21:04,8.23,78.33,7.1,101,,,,,
33,7/22/2025 21:09,8.21,78.55,7.09,100.9,,,,,
34,7/22/2025 21:14,8.2,78.73,7.08,101,,,,,
35,7/22/2025 21:19,8.18,78.87,7.06,100.9,,,,,
36,7/22/2025 21:24,8.17,78.98,7.06,100.9,,,,,
37,7/22/2025 21:29,8.17,79.05,7.06,101,,,,,
38,7/22/2025 21:34,8.16,79.16,7.05,100.9,,,,,
39,7/22/2025 21:39,8.17,79.23,7.06,101.1,,,,,
40,7/22/2025 21:44,8.15,79.3,7.04,101,,,,,
41,7/22/2025 21:49,8.15,79.34,7.04,101,,,,,
42,7/22/2025 21:54,8.13,79.41,7.02,100.8,,,,,
43,7/22/2025 21:59,8.14,79.41,7.03,101,,,,,
44,7/22/2025 22:04,8.13,79.41,7.02,100.8,,,,,
45,7/22/2025 22:09,8.13,79.41,7.02,100.8,,,,,
46,7/22/2025 22:14,8.13,79.38,7.02,100.8,,,,,
47,7/22/2025 22:19,8.14,79.3,7.03,100.8,,,,,
48,7/22/2025 22:24,8.14,79.2,7.03,100.7,,,,,
49,7/22/2025 22:29,8.14,79.02,7.03,100.6,,,,,
50,7/22/2025 22:34,8.15,78.73,7.04,100.4,,,,,
51,7/22/2025 22:39,8.17,78.4,7.05,100.3,,,,,
52,7/22/2025 22:44,8.2,78.08,7.08,100.3,,,,,
53,7/22/2025 22:49,8.23,77.72,7.1,100.3,,,,,
54,7/22/2025 22:54,8.26,77.4,7.13,100.4,,,,,
55,7/22/2025 22:59,8.29,77.07,7.15,100.4,,,,,
56,7/22/2025 23:04,8.31,76.78,7.17,100.3,,,,,
57,7/22/2025 23:09,8.35,76.42,7.2,100.5,,,,,
58,7/22/2025 23:14,8.38,76.14,7.23,100.5,,,,,
59,7/22/2025 23:19,8.4,75.81,7.24,100.4,,,,,
60,7/22/2025 23:24,8.43,75.49,7.27,100.4,,,,,
61,7/22/2025 23:29,8.45,75.13,7.28,100.3,,,,,
62,7/22/2025 23:34,8.49,74.77,7.31,100.4,,,,,
63,7/22/2025 23:39,8.51,74.41,7.33,100.3,,,,,
64,7/22/2025 23:44,8.55,74.08,7.36,100.4,,,,,
65,7/22/2025 23:49,8.57,73.76,7.38,100.3,,,,,
66,7/22/2025 23:54,8.59,73.47,7.39,100.2,,,,,
67,7/22/2025 23:59,8.62,73.18,7.42,100.3,,,,,
68,7/23/2025 0:04,8.66,72.93,7.45,100.5,,,,,
