"Plot Title: 20819386"
"#","Date Time, GMT+00:00","DO conc, mg/L (LGR S/N: 20819386, SEN S/N: 20819386)","Temp, °F (LGR S/N: 20819386, SEN S/N: 20819386)","DO Adj Conc, mg/L (LGR S/N: 20819386)","DO Percent Sat, % (LGR S/N: 20819386)","Coupler Detached (LGR S/N: 20819386)","Coupler Attached (LGR S/N: 20819386)","Host Connected (LGR S/N: 20819386)","Stopped (LGR S/N: 20819386)","End Of File (LGR S/N: 20819386)"
1,07/22/25 02:57:28 PM,-0.01,73.15,-0.01,-0.1,,,,,
2,07/22/25 02:57:44 PM,,,,,Logged,,,,
3,07/22/25 03:02:28 PM,7.81,71.67,6.72,89.4,,,,,
4,07/22/25 03:07:28 PM,7.98,70.63,6.86,90.3,,,,,
5,07/22/25 03:12:28 PM,8.04,70.09,6.91,90.5,,,,,
6,07/22/25 03:17:28 PM,8.07,69.84,6.93,90.6,,,,,
7,07/22/25 03:22:28 PM,8.08,69.69,6.94,90.5,,,,,
8,07/22/25 03:27:28 PM,8.08,69.62,6.94,90.5,,,,,
9,07/22/25 03:32:28 PM,8.07,69.58,6.93,90.3,,,,,
10,07/22/25 03:37:28 PM,8.06,69.58,6.92,90.2,,,,,
11,07/22/25 03:42:28 PM,8.05,69.58,6.91,90.1,,,,,
12,07/22/25 03:47:28 PM,8.04,69.58,6.90,90.0,,,,,
13,07/22/25 03:52:28 PM,8.04,69.58,6.90,90.0,,,,,
14,07/22/25 03:57:28 PM,8.01,69.58,6.88,89.6,,,,,
15,07/22/25 04:02:28 PM,8.02,69.58,6.89,89.8,,,,,
16,07/22/25 04:07:28 PM,7.99,69.58,6.86,89.4,,,,,
17,07/22/25 04:12:28 PM,8.00,69.58,6.87,89.5,,,,,
18,07/22/25 04:17:28 PM,7.97,69.62,6.84,89.2,,,,,
19,07/22/25 04:22:28 PM,7.97,69.62,6.84,89.2,,,,,
20,07/22/25 04:27:28 PM,7.96,69.66,6.84,89.2,,,,,
21,07/22/25 04:32:28 PM,7.94,69.62,6.82,88.9,,,,,
22,07/22/25 04:37:28 PM,7.94,69.62,6.82,88.9,,,,,
23,07/22/25 04:42:28 PM,7.96,69.62,6.84,89.1,,,,,
24,07/22/25 04:47:28 PM,7.94,69.62,6.82,88.9,,,,,
25,07/22/25 04:52:28 PM,7.92,69.62,6.80,88.7,,,,,
26,07/22/25 04:57:28 PM,7.93,69.66,6.81,88.8,,,,,
27,07/22/25 05:02:28 PM,7.90,69.66,6.78,88.5,,,,,
28,07/22/25 05:07:28 PM,7.89,69.69,6.78,88.4,,,,,
29,07/22/25 05:12:28 PM,7.87,69.69,6.76,88.2,,,,,
30,07/22/25 05:17:28 PM,7.87,69.69,6.76,88.2,,,,,
31,07/22/25 05:22:28 PM,7.85,69.66,6.74,87.9,,,,,
32,07/22/25 05:27:28 PM,7.84,69.66,6.73,87.8,,,,,
33,07/22/25 05:32:28 PM,7.83,69.66,6.72,87.7,,,,,
34,07/22/25 05:37:28 PM,7.82,69.66,6.72,87.6,,,,,
35,07/22/25 05:42:28 PM,7.80,69.66,6.70,87.4,,,,,
36,07/22/25 05:47:28 PM,7.78,69.66,6.68,87.1,,,,,
37,07/22/25 05:52:28 PM,7.77,69.66,6.67,87.0,,,,,
38,07/22/25 05:57:28 PM,7.76,69.66,6.66,86.9,,,,,
39,07/22/25 06:02:28 PM,7.75,69.69,6.66,86.8,,,,,
40,07/22/25 06:07:28 PM,7.74,69.69,6.65,86.7,,,,,
41,07/22/25 06:12:28 PM,7.74,69.69,6.65,86.7,,,,,
42,07/22/25 06:17:28 PM,7.73,69.69,6.64,86.6,,,,,
43,07/22/25 06:22:28 PM,8.81,69.62,7.57,98.6,,,,,
44,07/22/25 06:27:28 PM,8.99,69.33,7.72,100.3,,,,,
45,07/22/25 06:32:28 PM,8.96,69.19,7.69,99.8,,,,,
46,07/22/25 06:37:28 PM,9.00,69.58,7.73,100.7,,,,,
47,07/22/25 06:42:28 PM,9.03,69.66,7.75,101.1,,,,,
48,07/22/25 06:47:28 PM,9.05,69.66,7.77,101.4,,,,,
49,07/22/25 06:52:28 PM,9.06,69.69,7.78,101.5,,,,,
50,07/22/25 06:57:28 PM,9.06,69.69,7.78,101.5,,,,,
51,07/22/25 07:02:28 PM,9.05,69.69,7.77,101.4,,,,,
52,07/22/25 07:07:28 PM,9.07,69.69,7.79,101.6,,,,,
53,07/22/25 07:12:28 PM,9.06,69.69,7.78,101.5,,,,,
54,07/22/25 07:17:28 PM,9.05,69.76,7.77,101.5,,,,,
55,07/22/25 07:22:28 PM,9.05,69.84,7.77,101.6,,,,,
56,07/22/25 07:27:28 PM,9.05,69.84,7.77,101.6,,,,,
57,07/22/25 07:32:28 PM,9.04,69.87,7.76,101.5,,,,,
58,07/22/25 07:37:28 PM,9.05,69.87,7.77,101.6,,,,,
59,07/22/25 07:42:28 PM,9.06,69.84,7.78,101.7,,,,,
60,07/22/25 07:47:28 PM,9.04,69.84,7.76,101.4,,,,,
61,07/22/25 07:52:28 PM,9.03,69.91,7.76,101.4,,,,,
62,07/22/25 07:57:28 PM,9.01,70.20,7.74,101.5,,,,,
63,07/22/25 08:02:28 PM,8.99,70.63,7.73,101.8,,,,,
64,07/22/25 08:07:28 PM,8.95,71.06,7.69,101.8,,,,,
65,07/22/25 08:12:28 PM,8.94,71.64,7.69,102.3,,,,,
66,07/22/25 08:17:28 PM,8.90,72.32,7.66,102.6,,,,,
67,07/22/25 08:22:28 PM,8.87,73.15,7.63,103.1,,,,,
68,07/22/25 08:27:28 PM,8.83,74.05,7.60,103.6,,,,,
69,07/22/25 08:32:28 PM,8.79,74.95,7.57,104.2,,,,,
70,07/22/25 08:37:28 PM,8.76,75.88,7.55,104.8,,,,,
71,07/22/25 08:42:28 PM,8.70,76.82,7.50,105.1,,,,,
72,07/22/25 08:47:28 PM,8.64,77.72,7.46,105.3,,,,,
73,07/22/25 08:52:28 PM,8.61,78.58,7.43,105.9,,,,,
74,07/22/25 08:57:28 PM,8.55,79.48,7.39,106.1,,,,,
75,07/22/25 09:02:28 PM,8.51,80.31,7.35,106.5,,,,,
76,07/22/25 09:07:28 PM,8.46,81.14,7.32,106.7,,,,,
77,07/22/25 09:12:28 PM,8.42,81.93,7.28,107.1,,,,,
78,07/22/25 09:17:28 PM,8.37,82.69,7.24,107.2,,,,,
79,07/22/25 09:22:28 PM,8.32,83.41,7.20,107.3,,,,,
80,07/22/25 09:27:28 PM,8.30,84.09,7.19,107.8,,,,,
81,07/22/25 09:32:28 PM,8.25,84.78,7.15,107.9,,,,,
82,07/22/25 09:37:28 PM,8.22,85.39,7.12,108.1,,,,,
83,07/22/25 09:42:28 PM,8.17,85.93,7.08,108.0,,,,,
84,07/22/25 09:47:28 PM,8.16,86.40,7.08,108.4,,,,,
85,07/22/25 09:52:28 PM,8.11,86.79,7.03,108.1,,,,,
86,07/22/25 09:57:28 PM,8.04,87.12,6.97,107.5,,,,,
87,07/22/25 10:02:28 PM,8.01,87.37,6.95,107.4,,,,,
88,07/22/25 10:07:28 PM,7.96,87.55,6.91,106.9,,,,,
89,07/22/25 10:12:28 PM,7.91,87.69,6.86,106.4,,,,,
90,07/22/25 10:17:28 PM,7.89,87.73,6.85,106.1,,,,,
91,07/22/25 10:22:28 PM,7.85,87.73,6.81,105.6,,,,,
92,07/22/25 10:27:28 PM,7.82,87.66,6.79,105.1,,,,,
93,07/22/25 10:32:28 PM,7.81,87.55,6.78,104.9,,,,,
94,07/22/25 10:37:28 PM,7.81,87.37,6.78,104.7,,,,,
95,07/22/25 10:42:28 PM,7.80,87.19,6.77,104.4,,,,,
96,07/22/25 10:47:28 PM,7.79,86.94,6.76,104.0,,,,,
97,07/22/25 10:52:28 PM,7.81,86.68,6.77,104.0,,,,,
98,07/22/25 10:57:28 PM,7.82,86.40,6.78,103.9,,,,,
99,07/22/25 11:02:28 PM,7.82,86.14,6.78,103.6,,,,,
100,07/22/25 11:07:28 PM,7.83,85.86,6.79,103.4,,,,,
101,07/22/25 11:12:28 PM,7.85,85.53,6.80,103.4,,,,,
102,07/22/25 11:17:28 PM,7.86,85.21,6.81,103.2,,,,,
103,07/22/25 11:22:28 PM,7.87,84.92,6.82,103.0,,,,,
104,07/22/25 11:27:28 PM,7.90,84.60,6.84,103.1,,,,,
105,07/22/25 11:32:28 PM,7.92,84.24,6.86,103.0,,,,,
106,07/22/25 11:37:28 PM,7.94,83.91,6.88,103.0,,,,,
107,07/22/25 11:42:28 PM,7.98,83.59,6.91,103.1,,,,,
108,07/22/25 11:47:28 PM,7.99,83.23,6.92,102.9,,,,,
109,07/22/25 11:52:28 PM,8.00,82.90,6.92,102.7,,,,,
110,07/22/25 11:57:28 PM,8.03,82.58,6.95,102.8,,,,,
111,07/23/25 12:02:28 AM,8.05,82.26,6.96,102.7,,,,,
112,07/23/25 12:07:28 AM,8.07,81.97,6.98,102.7,,,,,
113,07/23/25 12:12:28 AM,8.10,81.64,7.01,102.7,,,,,
114,07/23/25 12:17:28 AM,8.12,81.32,7.02,102.6,,,,,
115,07/23/25 12:22:28 AM,8.15,81.03,7.05,102.7,,,,,
116,07/23/25 12:27:28 AM,8.17,80.71,7.06,102.6,,,,,
117,07/23/25 12:32:28 AM,8.19,80.42,7.08,102.6,,,,,
118,07/23/25 12:37:28 AM,8.22,80.10,7.10,102.6,,,,,
119,07/23/25 12:42:28 AM,8.25,79.81,7.13,102.7,,,,,
120,07/23/25 12:47:28 AM,8.27,79.52,7.14,102.7,,,,,
121,07/23/25 12:52:28 AM,8.29,79.23,7.16,102.6,,,,,
122,07/23/25 12:57:28 AM,8.31,78.94,7.18,102.6,,,,,
